ph,alkalinity,chlorine,calcium_hardness,cyanuric_acid,pool_volume,parameter,chemical,target,dosage
7.51,100,4,282,38,50000,chlorine,Lithium Hypochlorite 35%,3.0,60.0
7.48,115,3,297,38,5000,calcium_hardness,Calcium Chloride (77%),220.0,50.1
7.47,81,3,394,36,10000,calcium_hardness,Calcium Chloride (77%),220.0,64.16
7.48,112,4,329,32,400,chlorine,Calcium Hypochlorite 67%,1.0,0.08
8.42,102,4,298,39,20000,calcium_hardness,Calcium Chloride (77%),220.0,96.16
7.4,97,4,318,43,5000,chlorine,Sodium Hypochlorite 12%,3.0,6.5
7.49,119,3,342,47,5000,alkalinity,Sodium Bicarbonate,80.0,67.2
7.44,99,5,364,40,100000,alkalinity,Sodium Bicarbonate,80.0,670.0
7.59,92,4,299,46,20000,chlorine,Calcium Hypochlorite 75%,3.0,17.82
7.54,96,4,385,32,50000,calcium_hardness,Calcium Chloride (77%),220.0,321.6
8.36,37,5,270,41,400,calcium_hardness,Calcium Chloride (77%),220.0,5.38
7.4,100,3,295,46,50000,chlorine,Sodium Hypochlorite 12%,1.0,65.0
7.52,101,5,356,42,50000,ph,Sodium Hydroxide,7.4,13.75
8.2,99,3,460,35,50000,ph,Sodium Carbonate,7.4,60.0
7.57,31,0,217,30,400,chlorine,Sodium Thiosulfate,3.0,0.44
7.5,83,4,517,44,10000,alkalinity,Muriatic Acid,80.0,435.2
7.58,94,4,396,35,5000,cyanuric_acid,Cyanuric Acid,40.0,53.44
7.34,118,2,417,42,20000,ph,Muriatic Acid,7.4,240.0
7.51,105,5,361,45,1000,calcium_hardness,Calcium Chloride (77%),220.0,9.61
7.49,118,4,186,44,100000,chlorine,Calcium Hypochlorite 67%,3.0,60.0
7.48,123,4,645,11,10000,ph,Sodium Carbonate,7.4,12.0
7.44,102,4,262,36,1000,cyanuric_acid,Cyanuric Acid,40.0,26.72
7.41,168,4,892,41,1000,ph,Sodium Carbonate,7.4,0.9
7.53,122,4,285,46,100000,ph,Muriatic Acid,7.4,1200.0
7.51,99,5,202,43,20000,calcium_hardness,Calcium Chloride (77%),220.0,224.0
7.52,92,4,387,34,5000,calcium_hardness,Calcium Chloride (77%),220.0,45.09
7.42,122,3,226,48,1000,chlorine,Dichlor 62%,3.0,0.27
7.49,108,3,257,49,400,alkalinity,Muriatic Acid,80.0,15.32
7.41,112,2,328,7,20000,cyanuric_acid,Cyanuric Acid,40.0,267.2
7.54,150,7,727,48,5000,chlorine,Dichlor 56%,3.0,3.75
7.51,104,3,246,51,400,alkalinity,Sodium Bicarbonate,80.0,7.17
7.47,83,3,495,39,400,cyanuric_acid,Cyanuric Acid,40.0,5.28
7.52,89,4,378,48,10000,cyanuric_acid,Cyanuric Acid,40.0,160.16
7.57,127,3,283,33,5000,chlorine,Calcium Hypochlorite 67%,2.0,2.0
7.43,39,4,137,31,20000,chlorine,Calcium Hypochlorite 67%,3.0,12.0
7.45,94,4,213,36,5000,alkalinity,Muriatic Acid,80.0,89.6
7.55,241,3,386,33,1000,alkalinity,Sodium Bicarbonate,80.0,11.2
7.45,95,5,220,43,20000,chlorine,Chlorine Gas,3.0,7.8
7.59,164,6,371,41,100000,chlorine,Sodium Hypochlorite 12%,1.0,130.0
7.56,113,4,253,36,50000,alkalinity,Muriatic Acid,80.0,1789.4
7.59,99,5,334,35,50000,chlorine,Trichlor 90%,3.0,22.5
7.47,88,5,136,48,20000,chlorine,Chlorine Gas,3.0,7.8
7.43,93,4,266,32,100000,chlorine,Calcium Hypochlorite 67%,3.0,60.0
7.45,119,4,212,45,50000,chlorine,Chlorine Gas,2.0,13.0
7.48,91,4,658,39,1000,chlorine,Lithium Hypochlorite 35%,3.0,0.4
7.41,112,5,322,17,20000,ph,Sodium Hydroxide,7.4,16.5
7.5,82,5,281,8,1000,ph,Sodium Hydroxide,7.4,0.55
7.41,116,4,226,38,50000,ph,Sodium Carbonate,7.4,15.0
6.89,92,4,390,48,100000,chlorine,Calcium Hypochlorite 67%,3.0,60.0
7.52,82,3,303,36,400,chlorine,Chlorine Gas,3.0,0.1
7.45,81,4,278,44,20000,ph,Muriatic Acid,7.4,300.0
7.4,100,3,329,48,5000,calcium_hardness,Calcium Chloride (77%),220.0,25.07
7.58,103,5,304,33,1000,chlorine,Calcium Hypochlorite 75%,3.0,0.6
7.59,36,5,322,11,20000,alkalinity,Sodium Bicarbonate,80.0,358.0
7.64,103,8,318,40,100000,chlorine,Calcium Hypochlorite 75%,3.0,29.7
7.49,97,4,349,46,1000,chlorine,Dichlor 62%,3.0,0.27
7.47,94,2,275,37,400,chlorine,Lithium Hypochlorite 35%,3.0,0.48
7.43,107,5,292,50,10000,alkalinity,Sodium Bicarbonate,80.0,179.0
7.57,116,3,212,32,50000,alkalinity,Sodium Bicarbonate,80.0,336.0
7.49,108,3,210,71,400,cyanuric_acid,Cyanuric Acid,40.0,5.28
7.43,92,4,203,41,20000,alkalinity,Sodium Bicarbonate,80.0,314.0
7.5,110,3,328,47,400,chlorine,Calcium Hypochlorite 75%,3.0,0.12
7.75,92,4,215,16,50000,ph,Sodium Carbonate,7.4,30.0
8.13,116,3,386,33,10000,alkalinity,Muriatic Acid,80.0,332.8
7.49,98,5,209,34,1000,alkalinity,Muriatic Acid,80.0,35.9
7.44,117,4,662,46,100000,alkalinity,Muriatic Acid,80.0,2812.2
7.46,117,3,228,72,1000,chlorine,Sodium Thiosulfate,3.0,0.78
7.56,91,4,325,55,5000,alkalinity,Muriatic Acid,80.0,178.9
7.56,50,2,180,43,10000,chlorine,Trichlor 90%,3.0,4.5
7.52,103,0,530,38,10000,alkalinity,Muriatic Acid,80.0,409.6
7.54,68,3,380,37,100000,calcium_hardness,Calcium Chloride (77%),220.0,1600.0
7.44,204,4,300,32,50000,chlorine,Lithium Hypochlorite 35%,3.0,60.0
7.59,113,3,212,35,400,ph,Sodium Hydroxide,7.4,0.11
7.49,95,4,340,34,20000,cyanuric_acid,Cyanuric Acid,40.0,200.0
7.57,98,2,466,39,5000,chlorine,Trichlor 90%,1.0,0.75
7.54,105,1,386,45,5000,calcium_hardness,Calcium Chloride (77%),220.0,25.07
7.47,152,4,830,39,1000,cyanuric_acid,Cyanuric Acid,40.0,26.72
7.4,97,3,332,36,100000,chlorine,Lithium Hypochlorite 35%,1.0,40.0
7.44,171,3,287,60,20000,calcium_hardness,Calcium Chloride (77%),220.0,160.0
7.55,88,5,323,22,50000,calcium_hardness,Calcium Chloride (77%),220.0,481.6
7.5,98,5,572,34,50000,alkalinity,Muriatic Acid,80.0,2173.4
7.54,87,1,285,36,20000,ph,Sodium Carbonate,7.4,24.0
7.53,84,4,300,39,5000,chlorine,Trichlor 90%,3.0,2.25
7.59,95,4,997,47,100000,chlorine,Dichlor 56%,3.0,75.0
7.42,117,5,327,47,400,chlorine,Calcium Hypochlorite 75%,3.0,0.36
7.55,69,2,272,31,50000,chlorine,Sodium Hypochlorite 12%,3.0,195.0
7.59,96,5,208,32,100000,chlorine,Sodium Hypochlorite 12%,1.0,130.0
7.44,80,5,274,33,50000,chlorine,Chlorine Gas,1.0,6.5
7.47,94,4,334,32,1000,alkalinity,Muriatic Acid,80.0,40.9
7.55,155,4,267,56,100000,chlorine,Sodium Thiosulfate,3.0,78.72
7.51,86,1,225,46,20000,alkalinity,Sodium Bicarbonate,80.0,89.6
7.49,90,3,204,40,5000,alkalinity,Muriatic Acid,80.0,114.9
7.4,110,8,339,39,20000,chlorine,Chlorine Gas,3.0,7.8
7.66,104,4,326,49,20000,calcium_hardness,Calcium Chloride (77%),220.0,256.0
7.43,88,4,387,45,400,alkalinity,Sodium Bicarbonate,80.0,1.79
7.59,137,4,354,44,1000,alkalinity,Sodium Bicarbonate,80.0,13.4
7.97,88,4,375,32,5000,chlorine,Calcium Hypochlorite 67%,1.0,1.0
7.53,83,3,381,48,10000,chlorine,Sodium Hypochlorite 12%,3.0,26.0
7.54,102,5,340,32,100000,chlorine,Calcium Hypochlorite 67%,3.0,60.0
7.48,84,5,106,97,1000,chlorine,Sodium Hypochlorite 12%,3.0,3.9
7.51,97,4,374,31,100000,alkalinity,Sodium Bicarbonate,80.0,1570.0
7.48,81,2,241,39,50000,alkalinity,Muriatic Acid,80.0,1150.7
7.67,179,5,354,35,100000,chlorine,Calcium Hypochlorite 75%,3.0,59.4
7.24,117,3,385,34,5000,chlorine,Calcium Hypochlorite 75%,3.0,4.47
7.54,82,5,261,43,5000,chlorine,Trichlor 90%,3.0,2.25
7.55,74,10,252,40,5000,alkalinity,Muriatic Acid,80.0,114.9
7.41,70,5,382,37,5000,chlorine,Sodium Thiosulfate,3.0,5.24
7.41,95,5,302,25,5000,alkalinity,Muriatic Acid,80.0,204.5
7.24,83,5,537,49,5000,chlorine,Dichlor 56%,3.0,3.75
7.53,101,4,913,34,50000,chlorine,Sodium Thiosulfate,3.0,65.7
7.48,84,4,226,43,100000,chlorine,Dichlor 56%,2.0,50.0
7.5,93,4,277,73,50000,calcium_hardness,Calcium Chloride (77%),220.0,401.6
7.42,109,4,327,50,100000,chlorine,Chlorine Gas,3.0,39.0
7.49,84,4,316,38,100000,ph,Sodium Carbonate,7.4,60.0
7.58,108,4,247,39,10000,chlorine,Trichlor 90%,3.0,3.0
7.42,95,4,217,47,10000,ph,Sodium Carbonate,7.4,3.0
7.68,123,4,281,17,1000,ph,Muriatic Acid,7.4,12.0
7.49,90,5,362,42,1000,chlorine,Calcium Hypochlorite 67%,3.0,0.4
7.49,82,4,236,31,1000,alkalinity,Sodium Bicarbonate,80.0,2.24
8.37,93,4,236,3,1000,alkalinity,Muriatic Acid,80.0,28.2
7.56,132,4,310,41,10000,chlorine,Sodium Hypochlorite 12%,3.0,39.0
7.43,113,5,685,35,5000,alkalinity,Muriatic Acid,80.0,204.5
7.46,94,5,213,33,10000,ph,Sodium Hydroxide,7.4,5.5
7.5,103,4,375,32,1000,alkalinity,Muriatic Acid,80.0,25.6
7.53,115,5,342,72,100000,ph,Muriatic Acid,7.4,1500.0
7.51,92,3,369,13,1000,ph,Sodium Carbonate,7.4,0.9
7.53,114,4,229,49,10000,chlorine,Sodium Thiosulfate,3.0,18.41
7.51,204,3,273,33,100000,chlorine,Chlorine Gas,2.0,26.0
7.15,80,10,251,40,20000,calcium_hardness,Calcium Chloride (77%),220.0,256.0
7.53,97,5,512,48,5000,chlorine,Calcium Hypochlorite 75%,3.0,4.47
7.45,89,5,312,44,20000,chlorine,Lithium Hypochlorite 35%,3.0,16.0
7.49,67,4,398,41,50000,chlorine,Sodium Thiosulfate,3.0,91.98
7.59,86,4,308,122,10000,ph,Sodium Hydroxide,7.4,8.25
7.47,107,4,306,39,5000,chlorine,Chlorine Gas,3.0,1.3
7.58,106,4,202,47,1000,alkalinity,Muriatic Acid,80.0,35.9
7.65,105,5,637,32,400,alkalinity,Sodium Bicarbonate,80.0,2.69
7.51,126,5,357,44,100000,calcium_hardness,Calcium Chloride (77%),220.0,961.6
7.41,101,5,215,43,1000,chlorine,Lithium Hypochlorite 35%,3.0,1.2
7.55,90,3,306,31,10000,alkalinity,Sodium Bicarbonate,80.0,44.8
7.55,88,4,507,43,100000,chlorine,Sodium Thiosulfate,3.0,131.2
7.56,112,4,749,26,10000,alkalinity,Muriatic Acid,80.0,358.4
7.59,115,4,280,32,400,chlorine,Calcium Hypochlorite 67%,3.0,0.08
7.51,114,0,335,38,1000,chlorine,Calcium Hypochlorite 67%,1.0,0.2
7.59,90,5,216,32,10000,chlorine,Calcium Hypochlorite 75%,3.0,5.94
7.54,81,4,349,39,50000,ph,Sodium Carbonate,7.4,45.0
7.44,115,4,216,9,10000,chlorine,Sodium Thiosulfate,3.0,7.89
7.49,93,4,256,34,10000,chlorine,Dichlor 56%,3.0,7.5
7.42,102,5,357,47,5000,alkalinity,Muriatic Acid,80.0,178.9
7.4,106,5,316,40,5000,ph,Sodium Carbonate,7.4,6.0
7.58,104,4,226,49,10000,chlorine,Dichlor 62%,3.0,5.34
7.48,107,3,376,43,5000,chlorine,Dichlor 56%,3.0,3.75
7.5,89,3,254,49,1000,chlorine,Sodium Hypochlorite 12%,3.0,3.9
7.59,88,3,329,46,5000,ph,Sodium Hydroxide,7.4,1.38
7.52,91,5,662,46,20000,ph,Muriatic Acid,7.4,300.0
7.49,86,5,253,37,20000,alkalinity,Muriatic Acid,80.0,409.6
7.59,49,3,375,46,5000,chlorine,Dichlor 56%,2.0,2.5
8.5,85,3,306,3,10000,chlorine,Trichlor 90%,3.0,1.5
7.51,119,4,356,37,5000,chlorine,Calcium Hypochlorite 75%,3.0,1.49
7.5,98,4,940,48,1000,alkalinity,Muriatic Acid,80.0,38.4
7.5,108,3,245,9,400,ph,Sodium Hydroxide,7.4,0.11
7.53,120,4,373,36,1000,ph,Sodium Carbonate,7.4,0.3
7.55,106,4,222,47,50000,alkalinity,Sodium Bicarbonate,80.0,224.0
7.57,110,5,227,48,20000,chlorine,Chlorine Gas,3.0,2.6
7.52,86,4,141,40,100000,cyanuric_acid,Cyanuric Acid,40.0,8.35
7.43,117,2,249,44,10000,chlorine,Lithium Hypochlorite 35%,3.0,8.0
7.43,90,5,375,50,400,chlorine,Sodium Hypochlorite 12%,3.0,1.56
7.47,82,4,382,34,100000,chlorine,Calcium Hypochlorite 75%,3.0,89.1
7.55,147,5,117,77,100000,chlorine,Dichlor 56%,1.0,25.0
7.51,106,0,359,44,400,ph,Sodium Carbonate,7.4,0.36
7.74,102,5,371,34,1000,alkalinity,Muriatic Acid,80.0,30.7
7.54,86,3,392,46,20000,alkalinity,Sodium Bicarbonate,80.0,134.0
7.56,118,3,222,42,50000,chlorine,Lithium Hypochlorite 35%,3.0,40.0
7.53,84,3,265,8,400,alkalinity,Muriatic Acid,80.0,13.27
7.44,140,3,172,18,100000,ph,Sodium Carbonate,7.4,90.0
7.58,75,5,388,34,400,chlorine,Chlorine Gas,3.0,0.05
7.43,105,4,206,37,1000,alkalinity,Muriatic Acid,80.0,20.5
7.44,158,5,453,35,50000,chlorine,Calcium Hypochlorite 75%,3.0,44.55
7.54,103,3,260,37,1000,cyanuric_acid,Cyanuric Acid,40.0,20.0
7.48,160,4,769,79,400,alkalinity,Muriatic Acid,80.0,13.27
7.85,153,3,375,39,10000,calcium_hardness,Calcium Chloride (77%),220.0,192.0
7.47,108,0,440,33,1000,chlorine,Calcium Hypochlorite 75%,2.0,0.6
7.43,113,1,276,32,1000,chlorine,Dichlor 56%,3.0,0.75
7.43,88,4,129,36,5000,ph,Sodium Carbonate,7.4,1.5
7.55,173,4,748,46,1000,chlorine,Chlorine Gas,1.0,0.13
7.95,93,4,212,44,100000,alkalinity,Muriatic Acid,80.0,3068.2
7.47,87,3,211,118,1000,chlorine,Calcium Hypochlorite 75%,3.0,0.9
7.42,89,4,372,33,10000,chlorine,Trichlor 90%,3.0,3.0
7.49,98,7,395,36,5000,calcium_hardness,Calcium Chloride (77%),220.0,35.08
7.56,96,4,233,37,1000,alkalinity,Sodium Bicarbonate,80.0,2.24
7.41,114,4,274,39,5000,ph,Sodium Hydroxide,7.4,1.38
7.52,120,5,395,39,50000,chlorine,Trichlor 90%,3.0,15.0
7.53,92,5,360,42,10000,cyanuric_acid,Cyanuric Acid,40.0,213.44
7.42,91,4,314,30,20000,ph,Sodium Carbonate,7.4,18.0
7.41,117,3,334,40,20000,chlorine,Chlorine Gas,3.0,7.8
7.48,113,4,590,46,1000,chlorine,Trichlor 90%,2.0,0.3
7.41,109,1,313,36,100000,chlorine,Sodium Hypochlorite 12%,1.0,130.0
7.59,83,5,390,44,100000,ph,Sodium Hydroxide,7.4,55.0
7.44,172,7,372,35,10000,chlorine,Sodium Hypochlorite 12%,3.0,39.0
7.45,94,5,217,46,1000,alkalinity,Muriatic Acid,80.0,12.8
7.45,96,5,350,44,20000,chlorine,Calcium Hypochlorite 67%,2.0,8.0
7.64,93,3,232,36,400,chlorine,Chlorine Gas,3.0,0.15
7.49,120,3,264,31,1000,cyanuric_acid,Cyanuric Acid,40.0,26.72
7.43,93,5,322,31,5000,ph,Sodium Carbonate,7.4,1.5
7.53,113,4,268,40,100000,calcium_hardness,Calcium Chloride (77%),220.0,641.6
7.57,110,2,377,47,5000,ph,Sodium Hydroxide,7.4,4.13
7.48,114,4,277,22,50000,chlorine,Dichlor 62%,3.0,26.7
7.53,95,4,274,70,1000,calcium_hardness,Calcium Chloride (77%),220.0,13.5
7.64,112,3,247,45,50000,alkalinity,Muriatic Acid,80.0,2045.4
7.44,81,3,226,44,50000,alkalinity,Sodium Bicarbonate,80.0,336.0
7.41,117,1,216,36,20000,alkalinity,Sodium Bicarbonate,80.0,134.0
7.58,81,3,220,43,5000,chlorine,Calcium Hypochlorite 75%,1.0,1.49
7.5,115,4,354,45,100000,ph,Sodium Carbonate,7.4,30.0
6.63,112,4,336,87,50000,chlorine,Sodium Thiosulfate,3.0,78.84
7.52,195,3,232,35,50000,alkalinity,Muriatic Acid,80.0,1661.4
7.7,89,5,300,6,10000,ph,Sodium Hydroxide,7.4,5.5
7.23,95,3,285,46,10000,chlorine,Chlorine Gas,3.0,3.9
6.88,107,5,354,12,50000,chlorine,Chlorine Gas,3.0,13.0
7.5,159,4,619,73,100000,chlorine,Dichlor 56%,3.0,75.0
7.5,104,4,384,50,20000,chlorine,Calcium Hypochlorite 75%,3.0,17.82
7.44,177,3,381,43,1000,alkalinity,Sodium Bicarbonate,80.0,13.4
7.5,83,4,314,33,100000,ph,Sodium Carbonate,7.4,120.0
7.49,115,4,351,50,50000,ph,Sodium Hydroxide,7.4,13.75
7.47,105,3,339,59,100000,chlorine,Trichlor 90%,3.0,45.0
7.51,175,4,261,79,400,ph,Muriatic Acid,7.4,7.2
7.77,248,4,316,103,100000,calcium_hardness,Calcium Chloride (77%),220.0,1281.6
6.95,93,4,350,32,50000,ph,Sodium Carbonate,7.4,45.0
7.18,89,3,215,36,400,alkalinity,Sodium Bicarbonate,80.0,5.38
7.49,120,3,257,49,5000,calcium_hardness,Calcium Chloride (77%),220.0,35.08
7.44,84,3,227,15,100000,calcium_hardness,Calcium Chloride (77%),220.0,1600.0
7.56,127,5,218,48,20000,chlorine,Sodium Thiosulfate,3.0,21.04
7.5,85,5,953,31,5000,calcium_hardness,Calcium Chloride (77%),220.0,15.05
7.47,115,5,276,40,100000,chlorine,Trichlor 90%,3.0,45.0
7.44,103,2,329,38,1000,calcium_hardness,Calcium Chloride (77%),220.0,15.4
7.52,102,5,298,34,1000,calcium_hardness,Calcium Chloride (77%),220.0,7.69
7.54,86,4,222,45,10000,chlorine,Calcium Hypochlorite 67%,3.0,4.0
7.55,113,3,279,37,1000,chlorine,Sodium Hypochlorite 12%,3.0,3.9
7.55,204,4,279,143,100000,chlorine,Calcium Hypochlorite 75%,3.0,59.4
7.49,164,4,215,38,1000,chlorine,Lithium Hypochlorite 35%,3.0,0.8
7.94,113,5,234,34,400,chlorine,Sodium Thiosulfate,3.0,0.77
6.79,100,5,252,131,50000,chlorine,Dichlor 56%,3.0,12.5
7.56,83,5,375,41,50000,chlorine,Trichlor 90%,3.0,22.5
7.42,89,3,715,31,1000,calcium_hardness,Calcium Chloride (77%),220.0,17.3
7.61,88,4,237,31,50000,alkalinity,Sodium Bicarbonate,80.0,336.0
7.43,88,3,204,39,50000,chlorine,Dichlor 56%,1.0,12.5
7.5,81,4,535,35,100000,chlorine,Trichlor 90%,3.0,15.0
7.57,92,3,112,35,5000,chlorine,Lithium Hypochlorite 35%,1.0,2.0
7.48,107,4,311,38,50000,ph,Sodium Carbonate,7.4,15.0
7.47,117,3,340,77,20000,alkalinity,Muriatic Acid,80.0,613.1
7.42,114,4,380,9,20000,ph,Sodium Hydroxide,7.4,5.5
7.56,135,3,371,35,5000,chlorine,Calcium Hypochlorite 67%,1.0,1.0
7.46,94,3,229,58,1000,ph,Sodium Carbonate,7.4,1.2
7.46,112,5,101,41,20000,chlorine,Calcium Hypochlorite 67%,3.0,4.0
7.6,118,1,357,33,1000,alkalinity,Sodium Bicarbonate,80.0,2.24
7.4,60,3,455,49,5000,chlorine,Lithium Hypochlorite 35%,3.0,6.0
7.52,171,4,239,39,5000,chlorine,Lithium Hypochlorite 35%,1.0,2.0
7.45,106,4,336,32,10000,cyanuric_acid,Cyanuric Acid,40.0,53.44
7.58,103,4,262,36,10000,ph,Sodium Hydroxide,7.4,5.5
7.6,146,1,345,44,5000,ph,Sodium Hydroxide,7.4,5.5
7.59,86,4,376,39,400,alkalinity,Muriatic Acid,80.0,6.13
7.54,85,5,623,32,100000,chlorine,Lithium Hypochlorite 35%,3.0,80.0
7.53,92,4,297,41,50000,chlorine,Sodium Hypochlorite 12%,3.0,195.0
7.32,102,5,417,115,50000,chlorine,Calcium Hypochlorite 75%,3.0,29.7
7.47,89,3,230,37,5000,chlorine,Sodium Hypochlorite 12%,3.0,19.5
7.49,112,5,396,1,20000,chlorine,Calcium Hypochlorite 67%,3.0,12.0
7.52,99,3,116,41,20000,ph,Sodium Carbonate,7.4,6.0
7.45,185,5,248,49,5000,alkalinity,Muriatic Acid,80.0,64.0
7.5,95,4,250,45,10000,chlorine,Calcium Hypochlorite 67%,3.0,6.0
7.58,109,4,217,46,1000,alkalinity,Muriatic Acid,80.0,20.5
7.49,104,3,332,43,100000,chlorine,Chlorine Gas,1.0,13.0
7.54,78,3,372,41,50000,chlorine,Chlorine Gas,3.0,13.0
7.49,196,5,241,46,20000,chlorine,Sodium Thiosulfate,3.0,36.82
7.41,104,4,256,34,100000,ph,Muriatic Acid,7.4,1500.0
7.47,64,4,325,31,1000,chlorine,Dichlor 62%,3.0,0.81
7.52,109,3,327,21,10000,chlorine,Lithium Hypochlorite 35%,2.0,8.0
8.12,109,4,233,31,400,chlorine,Chlorine Gas,3.0,0.15
8.38,101,3,312,37,1000,alkalinity,Sodium Bicarbonate,80.0,6.72
7.45,48,0,173,35,20000,ph,Sodium Carbonate,7.4,6.0
7.44,91,4,346,32,400,chlorine,Lithium Hypochlorite 35%,3.0,0.48
7.58,81,5,331,42,400,alkalinity,Sodium Bicarbonate,80.0,0.9
7.43,95,5,359,50,100000,chlorine,Calcium Hypochlorite 75%,3.0,59.4
7.49,103,4,272,37,100000,chlorine,Calcium Hypochlorite 67%,3.0,20.0
7.57,113,4,243,20,20000,ph,Sodium Carbonate,7.4,24.0
7.59,120,0,219,30,5000,chlorine,Calcium Hypochlorite 75%,3.0,4.47
7.42,93,4,132,37,5000,chlorine,Calcium Hypochlorite 75%,3.0,4.47
7.67,84,3,253,49,20000,chlorine,Dichlor 56%,3.0,15.0
7.43,89,5,285,41,1000,chlorine,Calcium Hypochlorite 67%,3.0,0.6
7.53,96,4,380,40,5000,chlorine,Calcium Hypochlorite 75%,3.0,1.49
7.2,82,2,383,75,400,chlorine,Calcium Hypochlorite 67%,2.0,0.16
7.58,184,4,852,38,50000,chlorine,Sodium Hypochlorite 12%,3.0,65.0
7.25,83,4,318,49,400,alkalinity,Sodium Bicarbonate,80.0,5.38
7.59,89,5,220,39,10000,alkalinity,Muriatic Acid,80.0,230.4
7.52,216,4,250,33,1000,chlorine,Lithium Hypochlorite 35%,3.0,1.2
7.42,95,5,257,43,5000,chlorine,Dichlor 56%,3.0,2.5
7.49,115,4,387,42,1000,chlorine,Sodium Hypochlorite 12%,2.0,2.6
7.58,83,4,296,30,100000,calcium_hardness,Calcium Chloride (77%),220.0,1760.0
7.51,112,0,255,7,100000,ph,Sodium Carbonate,7.4,30.0
7.45,86,4,682,36,400,chlorine,Chlorine Gas,3.0,0.15
7.5,92,4,243,40,400,chlorine,Dichlor 62%,3.0,0.22
7.48,85,5,779,48,20000,alkalinity,Muriatic Acid,80.0,510.7
7.43,113,3,386,31,1000,ph,Sodium Carbonate,7.4,0.6
7.47,108,5,736,35,400,alkalinity,Muriatic Acid,80.0,6.13
7.62,95,4,240,71,5000,ph,Sodium Hydroxide,7.4,1.38
7.61,111,3,380,70,20000,chlorine,Trichlor 90%,2.0,6.0
7.52,101,4,276,37,400,chlorine,Sodium Thiosulfate,3.0,0.55
7.57,173,3,386,146,400,chlorine,Sodium Hypochlorite 12%,3.0,0.52
7.53,116,3,388,46,50000,calcium_hardness,Calcium Chloride (77%),220.0,481.6
7.57,85,4,227,39,400,calcium_hardness,Calcium Chloride (77%),220.0,5.38
7.49,99,4,344,44,50000,calcium_hardness,Calcium Chloride (77%),220.0,241.6
7.52,125,4,312,15,5000,chlorine,Dichlor 62%,3.0,1.34
7.55,87,4,273,64,100000,alkalinity,Sodium Bicarbonate,80.0,448.0
7.76,114,5,315,37,20000,chlorine,Dichlor 56%,1.0,5.0
7.44,165,4,291,5,10000,chlorine,Dichlor 62%,3.0,8.01
7.65,96,4,229,75,400,ph,Sodium Carbonate,7.4,0.48
7.52,106,4,245,38,1000,calcium_hardness,Calcium Chloride (77%),220.0,15.4
7.57,102,5,313,31,50000,calcium_hardness,Calcium Chloride (77%),220.0,481.6
7.45,116,5,292,38,5000,alkalinity,Sodium Bicarbonate,80.0,44.8
7.47,86,4,239,33,5000,chlorine,Dichlor 56%,3.0,2.5
7.41,153,4,252,48,100000,ph,Muriatic Acid,7.4,1800.0
7.55,95,3,386,48,10000,chlorine,Sodium Hypochlorite 12%,3.0,39.0
7.47,96,4,369,27,50000,ph,Sodium Carbonate,7.4,45.0
7.45,80,4,214,34,5000,calcium_hardness,Calcium Chloride (77%),220.0,60.1
7.44,120,2,231,47,10000,alkalinity,Muriatic Acid,80.0,485.1
7.66,115,2,258,34,10000,chlorine,Sodium Thiosulfate,3.0,10.52
7.46,88,3,314,43,1000,cyanuric_acid,Cyanuric Acid,40.0,20.0
7.53,115,4,240,50,5000,chlorine,Dichlor 56%,3.0,1.25
7.54,87,4,346,47,10000,alkalinity,Muriatic Acid,80.0,256.0
7.46,110,5,349,44,400,cyanuric_acid,Cyanuric Acid,40.0,4.0
7.5,231,4,214,47,100000,ph,Sodium Hydroxide,7.4,110.0
6.55,80,4,303,34,1000,alkalinity,Sodium Bicarbonate,80.0,4.48
7.5,91,4,229,35,10000,ph,Sodium Hydroxide,7.4,11.0
7.44,90,4,252,49,400,chlorine,Sodium Thiosulfate,3.0,0.77
7.45,81,5,363,43,100000,calcium_hardness,Calcium Chloride (77%),220.0,961.6
7.58,98,5,284,32,10000,chlorine,Lithium Hypochlorite 35%,3.0,12.0
7.58,89,4,386,30,100000,chlorine,Trichlor 90%,3.0,15.0
7.4,146,4,574,34,10000,ph,Sodium Carbonate,7.4,12.0
7.58,186,4,212,32,50000,chlorine,Trichlor 90%,3.0,7.5
7.4,82,4,311,43,50000,chlorine,Dichlor 62%,3.0,40.05
7.56,81,2,537,33,400,chlorine,Trichlor 90%,3.0,0.18
7.49,84,1,388,39,10000,alkalinity,Muriatic Acid,80.0,230.4
7.44,119,3,303,45,50000,chlorine,Trichlor 90%,2.0,15.0
7.41,129,4,385,49,10000,alkalinity,Muriatic Acid,80.0,307.2
7.52,111,5,246,35,400,ph,Sodium Carbonate,7.4,0.12
7.5,170,4,333,41,50000,chlorine,Calcium Hypochlorite 75%,3.0,44.55
7.44,108,5,280,49,50000,chlorine,Dichlor 56%,1.0,12.5
7.59,86,5,289,33,5000,ph,Sodium Carbonate,7.4,4.5
7.54,129,2,325,34,400,chlorine,Sodium Hypochlorite 12%,3.0,1.56
7.57,87,4,545,35,1000,alkalinity,Muriatic Acid,80.0,12.8
7.49,131,4,266,36,400,ph,Sodium Carbonate,7.4,0.24
7.49,84,5,313,45,50000,chlorine,Sodium Hypochlorite 12%,3.0,195.0
7.1,84,4,393,37,10000,chlorine,Sodium Thiosulfate,3.0,13.15
7.55,91,2,576,41,50000,chlorine,Calcium Hypochlorite 67%,3.0,30.0
